revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay
0,0.0,0.0,0.0,59.50833333333332,3.5280714285714283,0.0,0.0,0.0,71.25,3.369,0.0,0.0,0.0,0.0,0.0,3
0,3.1336949230769235,57.9867297267041,7.807692307692307,43.992948717948714,4.660461538461537,5.55059,0.0,0.0,40.13333333333333,2.024,1.0,0.0,0.0,0.0,0.0,0
0,0.0,3.5990414846303045,0.2132701421800947,24.943838862559232,3.2787345971563973,0.0,0.0,0.0,53.2,3.465,0.0,0.0,0.0,1.0,1.0,0
0,2.562951379310345,0.0,0.0,6.929885057471265,2.391931034482759,1.54412,0.0,0.0,1.0833333333333333,2.244,1.0,0.0,0.0,0.0,1.0,2
0,6.61942,0.0,0.0,0.38333333333333336,0.0,6.61942,0.0,0.0,0.38333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1.0213400000000001,0.5966178594663532,0.6338028169014083,33.00469483568075,6.32523943661972,1.56822,0.0,0.0,126.86666666666666,2.206,1.0,0.0,0.0,1.0,0.0,0
0,1.4136572592592596,0.023890958886659663,0.07407407407407407,12.600617283950616,3.2911481481481477,1.59346,0.6450558899398109,2.0,96.91666666666667,2.779,0.0,0.0,0.0,1.0,1.0,7
0,9.97048888888889,0.0,0.0,101.74074074074073,2.421666666666667,11.8533,0.0,0.0,110.31666666666666,3.582,1.0,0.0,0.0,1.0,0.0,0
0,1.66885,0.0,0.0,0.11666666666666667,8.629,1.66885,0.0,0.0,0.11666666666666667,8.629,0.0,0.0,0.0,0.0,0.0,0
0,1.3326238839285711,1.1135818105973565,0.26785714285714285,27.24747023809525,6.1418928571428575,0.0,0.0,0.0,70.33333333333333,2.362,0.0,0.0,0.0,1.0,0.0,0
0,0.0,7.07379986188688,5.074906367041197,21.734769038701632,4.78671910112359,0.0,0.0,0.0,2.566666666666667,5.429,0.0,1.0,1.0,0.0,1.0,3
